Serial_Number,Company_Name,Current_Market_Price_Rs,Price_to_Earnings_Ratio,Market_Capitalization_Rs_Cr,Dividend_Yield_Percentage,Net_Profit_Quarter_Rs_Cr,Quarterly_Profit_Variation_Percentage,Sales_Quarter_Rs_Cr,Quarterly_Sales_Variation_Percentage,Return_on_Capital_Employed_Percentage
300.,Vibrant Glo. Cap,43.62,12.26,99.92,4.59,-11.52,-212.72,44.02,-23.66,33.41
301.,Timex Group,155.80,53.75,1572.80,0.00,1.94,230.20,119.94,27.32,33.40
302.,Taylormade Renew,223.70,,271.23,0.00,1.95,126.46,16.25,7638.10,33.39
303.,Vistar Amar,118.05,523.08,68.00,0.00,-0.43,-124.86,8.70,-60.35,33.34
304.,Tanfac Inds.,3086.35,39.43,3078.63,0.23,34.80,245.24,178.18,102.98,33.21
305.,Forcas,76.00,18.61,133.61,0.00,2.91,,55.59,89.86,33.16
306.,Kamdhenu,31.52,14.44,874.31,0.63,12.45,11.76,174.96,12.86,33.03
307.,Mamata Machinery,346.05,23.58,851.55,0.00,8.77,5.92,73.44,42.82,33.01
308.,Shelter Pharma,42.06,7.30,48.62,0.78,3.54,,24.06,24.60,32.85
309.,Shivalik Bimetal,436.25,30.77,2512.98,0.39,18.24,7.55,123.28,-2.32,32.84
310.,Master Trust,109.15,8.48,1225.38,0.00,35.15,26.71,147.88,19.59,32.78
311.,Beta Drugs Ltd,1706.40,40.01,1640.51,0.00,24.44,,180.30,27.63,32.76
312.,Vinsys IT Serv.,340.00,19.32,499.05,0.00,10.94,,92.12,16.25,32.75
313.,Rockingdeals Cir,403.60,32.77,228.40,0.00,3.20,,21.36,36.84,32.74
314.,Barflex Poly.,46.20,8.90,114.34,0.00,,,,,32.73
315.,Prakash Pipes,411.20,10.02,983.52,0.44,23.11,-0.13,192.50,21.67,32.72
316.,Steel Strips Inf,28.09,,24.27,0.00,-6.33,4.95,0.32,3.23,32.71
317.,Quasar India,0.98,15.50,46.64,0.00,0.99,421.05,7.40,-15.33,32.67
318.,Tinna Rubber,949.95,31.09,1627.22,0.53,8.16,-18.07,122.68,31.89,32.60
319.,Likhitha Infra.,257.25,14.41,1014.85,0.58,17.28,7.66,126.29,25.55,32.54
320.,Dynavision,288.50,20.18,110.78,0.00,1.04,-33.76,3.17,21.92,32.53
321.,Energy-Mission,178.55,16.45,202.23,0.00,5.56,,72.50,26.73,32.53
322.,Yash Optics,72.85,19.44,180.42,0.00,4.55,,19.50,4.39,32.52
323.,Getalong Enterp.,23.16,21.05,46.32,0.00,0.94,,0.98,196.97,32.49
324.,Kachchh Minerals,25.70,,13.62,0.00,-0.07,-122.58,0.00,-100.00,32.45
325.,Excellent Wires,49.00,28.08,21.90,0.00,0.37,,10.49,,32.44
326.,Nagreeka Cap.,29.24,2.57,36.89,0.00,2.62,-60.06,4.33,-71.49,32.37
327.,Esconet,186.15,54.77,243.74,0.00,2.20,,104.60,46.75,32.36
328.,Pecos Hotels,209.50,20.79,27.44,1.43,0.85,,5.39,10.22,32.33
329.,VST Industries,258.55,18.06,4391.76,5.27,136.26,0.28,367.15,1.26,32.24
330.,Innovana Think.,342.05,16.99,701.20,0.00,11.83,3.45,28.92,12.14,32.22
331.,Gopal Snacks,261.55,38.52,3259.50,0.38,5.32,-70.26,393.57,7.07,32.00
332.,Fluidomat,755.20,18.63,372.31,0.73,5.42,107.66,16.64,31.75,31.99
333.,Nukleus Office,178.75,60.06,72.07,0.00,,,,,31.99
334.,Ecoplast,593.20,19.36,177.96,0.51,2.12,14.59,33.39,17.57,31.98
335.,Nucleus Soft.,805.30,14.34,2156.06,1.55,34.97,-15.35,205.70,0.77,31.98
336.,Response Info.,41.42,64.00,33.92,0.00,0.40,-6.52,8.40,0.72,31.95
337.,Pratham EPC,185.35,24.33,329.18,0.00,8.72,,61.82,80.23,31.95
338.,Phantom Digital,209.80,12.89,284.89,0.00,8.38,38.28,34.85,-15.14,31.88
339.,Keynote Finan.,226.62,5.98,159.09,0.44,5.63,-42.37,6.65,-52.33,31.71
340.,RMC Switchgears,547.30,33.03,564.17,0.04,10.25,,104.78,19.86,31.71
341.,EMA Partners,120.75,18.29,280.70,0.00,6.64,,39.16,35.88,31.69
342.,Namo eWaste,145.80,46.24,333.41,0.00,5.34,,52.61,96.38,31.55
343.,Gandhi Spl. Tube,728.20,14.73,884.91,1.79,15.16,14.76,39.77,-3.59,31.50
344.,Quality Power El,329.85,68.51,2554.49,0.00,50.08,,155.74,,31.46
345.,Rajputana Bio.,206.00,19.14,144.89,0.00,4.86,,44.53,68.10,31.42
346.,Styrenix Perfor.,2779.05,21.41,4888.35,3.53,47.70,36.52,690.79,42.52,31.40
347.,I T D C,581.45,68.14,4987.06,0.43,20.77,15.55,149.41,10.73,31.40
348.,Mold-Tek Technol,114.52,16.24,327.12,2.97,0.54,-92.30,33.60,-19.52,31.38
349.,Sunlite,115.00,14.06,125.12,0.00,7.06,,636.79,5.42,31.38
350.,TAAL Enterprises,2755.10,18.40,858.58,0.91,11.36,47.92,43.37,-1.63,31.31
351.,Shreyans Inds.,169.07,4.97,233.65,1.77,9.10,-56.35,169.66,-1.73,31.27
352.,Thomas Scott,304.40,30.64,343.83,0.00,3.00,25.00,45.40,109.70,31.24
353.,Cigniti Tech.,1335.25,21.65,3658.18,0.22,63.57,32.33,516.40,10.34,31.17
354.,OBSC Perfection,154.40,30.92,377.55,0.00,7.27,,67.64,21.00,31.13
355.,Foseco India,3458.70,30.25,2208.88,0.72,19.55,22.11,136.47,11.57,31.12
356.,Naman In-Store,76.00,11.94,99.30,0.00,4.81,,66.49,-16.07,31.10
357.,Interiors,298.20,20.25,208.60,0.00,3.90,,16.08,177.72,31.08
358.,Kewal Kir.Cloth.,469.10,19.21,2890.84,0.43,23.11,-30.60,201.74,0.77,31.03
359.,Sharda Ispat,275.50,13.01,139.95,0.00,3.13,-11.58,54.36,-6.79,31.02
360.,Pulsar Intl.,12.40,29.80,88.52,0.00,0.66,230.00,6.30,-13.58,31.00
361.,Accent Microcell,200.00,12.93,420.86,0.50,16.47,,126.04,17.94,30.96
362.,Rajesh Power,824.80,57.08,1485.25,0.00,27.68,,313.06,,30.93
363.,S J Logistics (I,489.45,15.83,708.88,0.00,14.21,129.94,135.85,71.46,30.89
364.,Prolife Indust.,203.50,11.03,83.31,0.25,3.75,,26.68,-10.65,30.83
365.,Jasch Gauging,530.55,15.47,240.45,0.94,3.60,-6.74,12.87,3.21,30.83
366.,Orissa Minerals,5057.05,644.21,3034.23,0.00,-7.49,-422.84,20.62,-27.09,30.74
367.,Jamna Auto Inds.,71.18,15.37,2839.94,3.37,43.83,-20.22,562.48,-6.88,30.73
368.,Vikram Thermo,175.25,17.17,549.55,0.43,10.07,56.85,34.32,40.94,30.67
369.,Enfuse,258.00,37.54,228.27,0.00,2.32,,21.29,41.74,30.59
370.,Nexxus Petro,114.00,22.77,79.23,0.00,1.33,,87.11,-37.29,30.55
371.,Alldigi Tech,908.30,19.55,1384.10,4.95,19.92,76.91,139.46,16.42,30.54
372.,U P Hotels,1542.70,27.14,833.06,0.00,17.04,26.88,55.22,17.71,30.53
373.,Zeal Global Serv,130.00,10.40,173.03,0.77,9.19,,170.37,80.80,30.47
374.,Dhruva Cap.Serv.,239.00,53.34,97.07,0.00,0.08,-69.23,0.62,93.75,30.43
375.,SKP Securities,114.40,6.67,77.89,1.31,1.67,-44.33,8.90,-0.89,30.32
376.,GPT Healthcare,136.37,22.45,1118.98,1.83,12.25,6.80,102.21,5.82,30.31
377.,Cyber Media Res.,73.50,5.75,21.52,2.72,0.72,-20.00,20.95,-2.65,30.22
378.,RNFI,221.10,54.09,551.70,0.00,8.77,,458.11,-13.10,30.21
379.,Resourceful,55.57,7.57,14.76,0.00,-0.68,,8.12,22.66,30.15
380.,Party Cruisers,95.25,13.58,107.04,0.00,2.12,,29.87,52.71,30.07
381.,Kingfa Science,2797.00,23.44,3387.30,0.36,34.63,42.33,440.37,11.82,30.06
382.,HVAX Technolog.,606.45,14.59,168.40,0.00,3.83,,46.37,60.62,30.03
383.,Radiant Cash,54.42,13.01,580.70,4.59,12.25,1.83,105.62,5.19,30.02
384.,Bombay Metrics,47.70,14.40,58.74,0.47,1.50,,47.63,13.43,29.99
385.,Balu Forge,445.95,28.80,4880.56,0.03,59.01,134.07,255.78,73.91,29.95
386.,DRC Systems,20.63,18.71,273.75,0.00,3.55,-30.39,16.95,25.00,29.89
387.,Shivalic,115.10,19.41,277.57,0.00,6.46,,53.51,72.50,29.87
388.,KP Green Engg.,386.50,37.39,1932.50,0.05,27.48,,262.36,152.44,29.85
389.,Hemant Surgical,93.60,10.79,97.72,0.00,3.18,,48.87,2.86,29.84
390.,Ceigall India,243.15,13.14,4235.79,0.21,70.80,-9.45,830.54,19.53,29.84
391.,Sanrhea Tech.,106.40,10.06,53.20,1.41,0.95,-32.62,19.47,8.65,29.83
392.,Urban Enviro,149.90,12.15,129.81,0.17,7.63,,71.94,54.84,29.76
393.,Macpower CNC,659.90,25.60,660.17,0.23,4.47,-36.42,60.11,-9.12,29.74
394.,Saptarishi Agro,29.00,126.49,98.66,0.00,-0.44,-650.00,9.76,-37.83,29.63
395.,Travels,47.88,18.06,53.64,0.00,1.74,,5.18,,29.53
396.,U. Y. Fincorp,18.92,23.45,359.93,0.00,2.09,-55.63,14.87,-54.68,29.48
397.,Upsurge Invest.,97.66,10.66,196.02,0.51,1.76,-29.32,17.70,5.17,29.48
398.,D-Link India,403.85,14.27,1433.86,1.98,26.22,17.68,329.73,13.03,29.48
399.,Deepak,108.70,13.53,118.09,0.00,5.25,,32.71,,29.44
400.,Paradeep Pari.,,10.39,156.00,,5.18,,137.51,,29.44
401.,EMS,601.40,18.09,3339.62,0.33,50.60,35.28,245.29,22.92,29.31
402.,Visco Trade,77.53,6.27,186.18,0.26,-4.93,-141.53,5.43,-91.98,29.27
403.,ISL Consulting,24.76,,59.42,0.00,-1.77,-197.25,4.23,-22.10,29.26
404.,West Coast Paper,396.85,6.77,2621.19,2.02,67.41,-52.77,1015.85,-2.80,29.25
405.,Premier Polyfilm,61.42,23.73,643.33,0.24,6.67,57.68,61.87,1.48,29.23
406.,Gian Lifecare,17.82,4.52,18.43,0.00,0.14,-30.00,1.95,-15.22,29.23
407.,Cellecor Gadgets,54.95,50.49,1196.14,0.00,14.62,,425.71,103.06,29.22
408.,Silicon Rental,199.00,15.70,204.41,0.50,7.25,,54.81,127.05,29.17
409.,Paramount Specia,49.10,13.29,96.64,0.00,1.60,,47.34,-6.57,29.15
410.,Pranik Logistics,68.30,10.90,75.20,0.00,2.83,,46.42,48.88,29.14
411.,Inspirisys Sol.,76.12,13.37,301.56,0.00,13.20,255.99,79.51,-34.60,29.00
412.,Premier Road,97.05,16.58,221.88,0.00,5.51,,112.78,17.03,28.99
413.,Arihant Capital,71.68,10.20,746.28,0.70,12.25,-50.13,51.79,-28.72,28.97
414.,Paragon Fine,68.60,13.38,134.22,0.00,1.71,,51.98,-13.60,28.97
415.,Chandni Machines,46.40,11.18,14.98,0.00,0.04,-91.11,48.23,22.01,28.91
416.,Shardul Sec.,49.88,3.67,436.41,0.00,-39.94,-197.49,-32.89,-155.67,28.87
417.,V-Marc India,250.60,18.70,611.98,0.00,11.37,,345.21,97.23,28.86
418.,Suraj Estate,294.60,13.91,1407.40,0.34,19.98,20.58,169.85,60.25,28.70
419.,Kizi Apparels,16.80,18.25,13.14,0.00,0.42,,12.44,45.16,28.65
420.,RBM Infracon,291.40,14.24,294.40,0.00,6.70,37.58,65.14,95.21,28.63
421.,Jupiter Info.,40.81,6.91,40.89,0.00,-1.34,-206.19,-0.37,-130.83,28.60
422.,B N Rathi Sec.,27.88,10.27,115.70,1.35,1.55,-47.04,11.45,-1.97,28.54
423.,DC Infotech,248.55,22.37,335.54,0.00,4.04,86.18,134.19,31.64,28.54
424.,Interarch Build.,1393.80,23.46,2319.34,0.00,28.20,28.24,363.62,14.96,28.52
425.,Ken Enter.,42.60,11.72,104.65,0.00,,,,,28.52
426.,Kody Technolab,848.30,75.67,1081.38,0.00,10.20,,39.99,593.07,28.42
427.,Venus Pipes,1278.25,27.72,2611.61,0.08,17.97,-22.81,231.30,11.67,28.41
428.,Systango Tech,202.25,16.05,296.68,0.00,9.70,,28.78,6.91,28.40
429.,Meson Valves Ind,304.30,29.14,309.17,0.00,4.17,,31.61,58.68,28.39
430.,BF Utilities,612.85,15.31,2307.99,0.00,91.00,-7.82,221.34,1.34,28.36
431.,Loyal Equipments,196.20,20.22,211.70,0.00,2.63,63.35,18.71,41.42,28.34
432.,Seacoast Ship.,2.74,6.62,147.60,0.00,7.00,39.44,151.47,51.88,28.33
433.,Thejo Engg.,1656.35,38.10,1796.44,0.18,13.84,-24.11,135.58,-9.53,28.31
434.,TCC Concept,383.90,49.19,1369.47,0.00,10.34,-3.00,22.38,-23.38,28.31
435.,Morganite Crucib,1239.65,25.35,694.20,3.23,7.85,17.69,44.66,11.65,28.28
436.,Indo Thai Sec.,1970.75,154.71,2001.95,0.08,0.96,-82.26,5.54,-40.30,28.22
437.,Creative Graphic,147.70,28.20,358.70,0.00,9.15,,113.05,135.18,28.22
438.,Ganesha Ecoverse,32.75,14.83,80.55,0.00,1.57,,4.43,306.42,28.20
439.,Sera Investments,40.66,66.40,264.29,0.25,-5.28,-171.26,0.50,-94.52,28.17
440.,SRM Contractors,318.00,19.57,729.63,0.00,16.00,310.26,150.44,73.52,28.07
441.,A K Spintex,981.00,74.12,493.61,0.00,2.20,-20.00,26.55,-6.58,28.05
442.,Rolex Rings,1353.20,21.39,3685.21,0.00,20.19,-14.99,259.88,-4.91,28.05
443.,Sunrise Efficie.,162.50,27.23,243.75,0.00,4.22,,54.86,10.52,28.04
444.,Infinium Pharma,224.65,36.85,350.07,0.00,4.84,,82.98,34.97,27.95
445.,High Energy Bat.,461.25,41.14,413.46,0.65,0.67,-79.38,12.66,-25.04,27.93
446.,Shree Ganesh Rem,657.05,28.99,843.43,0.00,5.43,13.12,27.05,-3.29,27.82
447.,Albert David,808.20,11.41,461.48,1.42,-9.39,-150.16,83.08,-5.89,27.79
448.,Crayons Advertis,53.60,8.54,130.94,0.00,3.53,,78.39,-14.82,27.79
449.,Atmastco Ltd,193.55,19.69,478.74,0.00,14.22,,138.91,82.39,27.74
450.,Nirlon,496.00,20.71,4469.95,5.24,58.30,11.88,161.34,6.08,27.73
451.,M K Exim India,65.38,15.03,263.92,0.76,5.57,27.17,23.99,24.75,27.71
452.,Ovobel Foods,66.27,49.35,69.59,0.00,-1.15,-380.49,51.11,0.61,27.71
453.,Saksoft,152.52,19.83,2021.67,0.42,27.02,19.88,226.83,17.63,27.71
454.,Galaxy Bearings,678.80,13.75,215.86,0.00,1.53,-69.70,15.58,-40.03,27.69
455.,Dolat Algotech,70.21,5.07,1235.70,0.36,37.38,-9.80,93.87,15.40,27.67
456.,Unicommerce,108.43,63.47,1110.69,0.00,6.64,71.13,29.47,13.52,27.67
457.,Womancart,324.80,37.65,160.78,0.00,2.66,,21.96,107.37,27.62
458.,Hindustan Hardy,622.85,17.90,93.43,0.40,1.22,5.17,19.90,18.10,27.57
459.,Sunita Tools Ltd,949.90,87.15,580.39,0.00,3.41,,15.33,79.30,27.50
460.,Alpex Solar,541.85,58.68,1326.09,0.00,23.58,423.28,187.63,136.88,27.45
461.,Zenith,56.35,10.10,96.63,0.89,5.72,,67.69,-2.48,27.44
462.,Saumya Cons,154.95,5.01,107.02,0.00,-2.89,-144.19,2.57,-84.32,27.25
463.,Shri Gang Indus,122.00,7.22,218.75,0.00,10.36,331.67,99.52,34.16,27.21
464.,Platinum Industr,250.10,25.47,1373.67,0.00,11.52,15.66,93.46,52.66,27.15
465.,Ashoka Buildcon,172.12,3.34,4831.81,0.00,661.50,580.08,2387.89,-10.13,27.14
466.,Vadilal Inds.,4714.55,21.73,3389.76,0.03,11.93,29.11,203.85,16.98,27.14
467.,Swastika Investm,137.85,8.55,204.00,0.29,6.11,96.46,34.16,24.26,27.12
468.,D.P. Abhushan,1348.45,29.39,3048.97,0.00,37.34,123.46,1084.14,41.63,27.12
469.,DMR Hydroengg.,123.55,29.33,49.28,0.10,0.75,22.95,4.49,42.99,27.05
470.,Silkflex,62.50,13.53,72.54,0.00,3.19,,35.15,48.06,27.05
471.,Megatherm,286.15,24.03,539.13,0.00,9.31,,147.95,0.73,27.03
472.,Wallfort Fin.,105.85,4.16,102.54,0.00,-5.84,-168.30,1.87,-86.25,27.01
473.,Magellanic Cloud,49.40,24.31,2886.91,0.06,29.21,29.48,151.42,15.25,26.98
474.,Banco Products,334.20,15.60,4780.31,3.29,30.93,-54.73,639.06,11.99,26.96
475.,Pudumjee Paper,95.86,7.96,910.19,0.63,19.58,-38.54,193.69,-4.92,26.83
476.,Kilburn Engg.,359.65,36.06,1831.98,0.56,14.02,35.85,91.10,25.14,26.79
477.,Prevest Denpro,401.00,27.33,481.32,0.25,4.46,22.53,14.93,9.62,26.79
478.,IRIS Business,437.50,58.63,874.77,0.00,3.59,104.62,32.83,20.08,26.75
479.,Delaplex,153.00,13.97,139.38,1.80,4.81,,26.93,-3.34,26.72
480.,Automotive Axles,1549.05,15.23,2340.61,2.07,39.58,1.10,530.74,-1.96,26.67
481.,Fiem Industries,1322.50,18.10,3480.78,1.51,47.02,16.10,593.09,21.72,26.65
482.,Le Lavoir,204.25,45.64,66.18,0.00,0.32,14.29,0.59,31.11,26.64
483.,Cochin Minerals,251.75,17.74,197.12,3.18,5.02,-50.20,65.58,-20.18,26.61
484.,TCI Express,646.70,24.41,2482.04,1.24,20.68,-35.76,296.32,-4.98,26.51
485.,Creative Newtech,684.50,16.17,966.08,0.07,17.07,47.79,659.06,29.03,26.48
486.,Aeroflex,162.71,41.38,2104.17,0.15,14.82,63.58,96.89,32.51,26.48
487.,Wise Travel,132.05,14.18,314.44,0.00,10.30,,243.64,28.31,26.45
488.,Intl. Combustion,880.40,22.31,210.42,0.57,6.17,-31.94,82.79,12.85,26.39
489.,Refex Industries,381.95,34.31,4934.12,0.03,50.05,196.33,717.13,134.36,26.39
490.,AVP Infracon,168.00,17.65,419.65,0.00,12.76,,95.89,51.84,26.34
491.,Rajputana,79.95,34.62,177.61,0.00,2.25,15.98,145.31,95.55,26.22
492.,Foce India,1484.85,41.33,726.53,0.00,6.86,,33.94,30.99,26.21
493.,Kisaan Parivar,43.05,14.35,37.88,0.00,0.53,1425.00,1.62,,26.19
494.,Jenburkt Pharma,957.70,13.46,422.66,1.60,6.51,20.56,36.89,3.45,26.19
495.,Grauer & Weil,89.38,25.23,4052.59,0.56,43.12,0.87,274.80,-3.59,26.06
496.,Titan Biotech,427.65,18.27,353.40,0.47,3.80,-48.51,38.28,-16.75,26.02
497.,Mahalaxmi Seam.,13.96,18.90,7.37,0.00,0.04,33.33,0.47,2.17,26.02
498.,Holmarc Opto,144.00,40.09,144.72,0.28,1.24,,17.01,21.41,26.00
499.,Suraj Products,355.65,17.62,405.44,0.56,3.99,-46.15,67.22,-8.66,25.99
500.,Peninsula Land,26.36,50.72,854.07,0.00,-9.43,-129.09,100.43,-29.58,25.86
501.,Techera,131.00,44.90,216.42,0.00,-1.23,,17.57,22.18,25.86
502.,Disa India,13882.05,39.76,2018.73,1.44,9.79,93.49,97.59,65.41,25.81
503.,Aryaman Fin.Serv,480.50,23.24,561.32,0.00,21.61,175.97,37.58,124.63,25.80
504.,Adinath Textiles,23.57,57.32,16.05,0.00,-0.04,-123.53,0.00,,25.66
505.,Updater Services,282.70,17.46,1892.77,0.00,31.15,50.34,694.89,9.25,25.66
506.,Anuh Pharma,153.52,15.31,769.32,1.63,10.34,-45.89,159.51,-7.32,25.58
507.,Sika Interplant,2471.95,42.54,1048.11,0.40,7.14,50.95,37.98,46.08,25.58
508.,Parker Agrochem,16.60,,7.93,0.00,0.06,-33.33,53.48,3221.74,25.53
509.,Keltech Energies,2996.25,12.35,299.63,0.05,5.75,31.28,117.10,22.46,25.52
510.,Purple United,126.00,25.12,121.08,0.00,3.29,,30.50,,25.49
511.,Prec. Wires (I),130.97,28.41,2339.88,0.80,18.95,4.99,982.26,22.05,25.35
512.,Sonal Adhesives,49.55,18.20,30.03,0.00,0.30,66.67,26.39,3.73,25.34
513.,Josts Engg. Co.,352.95,21.22,352.20,0.28,4.16,39.34,52.05,12.18,25.31
514.,Octal Credit Cap,23.76,5.66,11.88,0.00,-0.54,-150.94,0.09,12.50,25.30
515.,Mahalaxmi Rubtec,204.24,13.51,216.91,0.00,5.42,180.83,25.02,25.86,25.29
516.,Kaka Industries,233.90,24.54,319.51,0.00,6.52,,95.45,9.00,25.28
517.,Jungle Camps,50.44,24.19,78.17,0.00,1.17,,5.64,,25.25
518.,W S Inds.,75.46,193.64,478.29,0.00,-23.69,-269.95,65.59,-40.58,25.24
519.,Daulat Securitie,41.04,5.58,20.52,0.00,-0.68,-140.72,-0.52,-125.49,25.21
520.,Menon Pistons,52.59,9.99,268.21,1.90,5.82,33.79,63.11,6.57,25.20
521.,Stellant Secu.,119.35,7.75,8.84,0.00,0.10,-62.96,0.15,-53.12,25.17
522.,Sameera Agro,56.60,6.75,67.41,0.00,6.18,,100.18,6.16,25.17
523.,Sodhani Academy,228.35,121.54,130.05,0.00,1.97,,0.66,69.23,25.15
524.,AGI Infra,816.45,33.10,1994.87,0.06,19.06,27.75,91.41,25.58,25.14
525.,D B Corp,220.45,8.90,3927.94,5.90,118.21,-4.65,642.65,-0.32,25.12
526.,Kalana,46.50,25.58,60.63,0.00,0.71,,27.62,-10.24,25.11
527.,EIH Assoc.Hotels,333.85,23.69,2034.36,1.80,39.91,5.36,133.01,5.02,25.10
528.,Alufluoride,409.05,14.36,319.90,0.73,6.08,105.26,47.60,26.46,25.08
529.,Jash Engineering,594.80,41.42,3721.23,0.24,34.80,53.71,180.68,29.86,25.07
530.,Vasundhara Rasy.,243.00,13.07,77.23,0.82,1.45,5.07,8.82,7.17,25.06
531.,Brand Concepts,350.35,61.89,393.02,0.00,1.78,-41.83,66.90,2.12,25.03
532.,E2E Networks,1810.95,96.66,3616.08,0.00,11.59,107.71,41.60,73.70,25.03
533.,Dharni Capital,50.70,34.89,103.28,0.00,1.61,,2.92,-39.04,25.02
534.,Par Drugs & Che.,97.74,7.79,120.27,0.00,0.58,-83.04,21.38,-10.92,25.00
535.,Shahi Shipping,16.93,57.05,24.53,0.00,0.01,-98.28,2.48,-17.61,24.99
536.,Captain Pipes,14.60,50.64,224.32,0.00,1.09,6.86,20.66,2.02,24.97
537.,Maan Aluminium,85.90,24.65,464.59,0.00,3.05,-59.01,182.09,-14.50,24.94
538.,Aurangabad Dist.,176.90,10.21,181.32,0.00,6.13,,52.23,-17.63,24.92
539.,Rex Sealing,190.50,15.73,49.24,0.00,1.15,,18.16,24.64,24.90
540.,Aelea,194.10,28.44,395.36,0.00,5.58,,87.74,38.68,24.89
541.,Arrowhead Sepera,84.65,9.16,15.84,0.00,0.71,,8.40,-34.93,24.87
542.,Lak. Fin. & Indl,165.84,6.13,49.75,2.05,-2.02,-154.30,2.02,-60.47,24.81
543.,Technichem Org.,46.29,16.95,80.18,0.00,2.16,,26.51,50.45,24.79
544.,Timescan Logist.,44.65,7.36,31.20,0.00,1.79,,121.40,26.22,24.71
545.,Vishnu Prakash R,156.89,17.86,1955.54,0.00,3.86,-77.78,240.93,-0.46,24.71
546.,Wendt India,9066.00,45.36,1813.20,0.55,8.22,-14.38,53.40,-2.02,24.67
547.,Andhra Paper,69.75,11.61,1386.98,2.87,11.65,-85.87,385.70,-19.07,24.66
548.,Kaushalya Infra.,855.65,1.60,29.63,0.00,0.55,191.67,0.04,0.00,24.59
549.,Radhika Jeweltec,83.38,17.00,983.88,0.24,22.73,45.05,206.06,17.22,24.58
550.,D P Wires,218.18,12.08,338.19,0.00,4.96,-21.52,154.56,-39.10,24.57
551.,Rudra Gas,68.63,11.85,57.22,0.00,2.61,,39.57,25.14,24.57
552.,TBI Corn,88.65,14.70,160.97,0.00,7.52,,93.98,33.61,24.57
553.,Roto Pumps,216.94,40.61,1362.71,0.43,4.00,-36.74,72.69,28.34,24.56
554.,Chavda Infra Ltd,135.90,15.65,335.08,0.00,9.29,,114.88,11.99,24.56
555.,SBC Exports,12.40,34.96,590.48,0.27,3.27,15.14,50.02,4.62,24.52
556.,Panama Petrochem,365.35,10.85,2210.13,1.92,48.50,17.26,727.97,42.23,24.49
557.,Nitin Castings,623.30,22.71,320.46,0.48,1.80,-40.00,33.80,0.27,24.45
558.,Tembo Global,491.60,14.01,545.86,0.51,16.31,266.52,164.50,42.58,24.45
559.,Bhansali Engg.,100.64,13.76,2504.51,3.97,40.56,1.25,345.84,18.50,24.44
560.,KPT Industries,569.00,13.28,193.46,0.44,2.86,1.42,40.39,8.40,24.42
561.,Shri Techtex,72.90,12.38,181.89,0.00,7.64,,39.93,-4.04,24.38
562.,City Online Ser.,6.01,9.12,3.10,0.00,0.07,0.00,1.94,-23.02,24.37
563.,Pasari Spinning,8.19,26.90,11.30,0.00,0.11,0.00,0.17,-5.56,24.29
564.,Kaycee Inds.,1030.15,58.69,326.92,0.12,0.97,-7.62,11.87,-3.10,24.28
565.,Integra Engg.,204.85,41.30,704.59,0.00,6.11,45.82,46.77,15.65,24.26
566.,Prabhhans Inds,123.50,36.06,77.17,0.00,0.57,50.00,20.25,63.44,24.25
567.,POCL Enterprises,188.00,18.30,524.14,0.27,5.61,21.17,341.12,33.18,24.18
568.,Atam Valves,82.38,13.79,94.43,0.91,1.58,59.60,17.38,42.58,24.11
569.,Shri Balaji,107.10,13.36,87.39,0.00,2.21,,36.96,-0.81,24.11
570.,Dynamic Cables,577.95,25.45,1400.33,0.09,15.80,110.11,251.50,30.77,24.09
571.,BIGBLOC Const.,61.63,71.75,872.53,0.65,0.29,-96.64,56.82,-7.59,24.05
572.,Divyadhan Recy.,40.30,24.23,57.66,0.00,1.42,,31.42,13.72,24.03
573.,CFF Fluid,431.90,39.98,841.09,0.23,14.05,,80.03,34.62,24.02
574.,Sirca Paints,254.00,29.33,1392.14,0.59,11.46,9.04,88.71,22.38,24.00
575.,Knowledge Marine,1515.60,,1637.00,0.00,15.62,969.86,57.61,267.88,23.99
576.,Autoriders Intl.,349.85,3.73,20.30,0.14,1.10,-65.62,20.27,-4.79,23.97
577.,Kotyark Indust.,425.00,14.90,436.86,1.76,17.88,443.47,196.76,54.65,23.93
578.,Bombay Super Hyb,128.50,53.26,1348.44,0.00,9.00,30.81,127.86,67.49,23.89
579.,Sri Ramakr. Mill,45.62,5.89,32.48,0.00,-0.32,-368.00,36.91,269.10,23.88
580.,Yatharth Hospit.,370.80,27.45,3572.82,0.00,30.49,3.39,219.16,31.40,23.88
581.,Utssav,167.45,32.56,398.83,0.00,9.87,,284.53,82.38,23.88
582.,Modern Threads,42.88,29.19,149.14,0.00,-0.15,-102.11,72.33,-3.48,23.87
583.,Arvind Port &,48.10,13.09,82.08,0.00,3.09,,7.87,29.87,23.87
584.,All E Tech,383.50,30.30,774.45,0.26,7.20,34.83,35.99,19.77,23.86
585.,Ahluwalia Contr.,733.05,27.87,4910.52,0.07,49.39,-30.10,951.96,-7.26,23.84
586.,Bajaj Steel Inds,663.50,20.01,1380.08,0.11,13.71,36.42,138.05,9.69,23.83
587.,Intl. Conveyors,68.27,5.11,432.69,1.61,20.00,3.57,26.09,15.70,23.80
588.,Contil India,33.19,20.14,51.35,0.00,0.72,35.85,7.43,-12.69,23.76
589.,Indian Metals,610.95,8.35,3296.33,2.46,93.37,-14.14,643.22,-6.14,23.75
590.,Kalahridhaan,7.70,3.15,13.23,6.49,0.98,,88.97,5.58,23.75
591.,Seven Hill Inds.,0.77,2.74,10.01,0.00,0.07,,0.00,,23.74
