Serial_Number,Company_Name,Current_Market_Price_Rs,Price_to_Earnings_Ratio,Market_Capitalization_Rs_Cr,Dividend_Yield_Percentage,Net_Profit_Quarter_Rs_Cr,Quarterly_Profit_Variation_Percentage,Sales_Quarter_Rs_Cr,Quarterly_Sales_Variation_Percentage,Return_on_Capital_Employed_Percentage
951.,Bansal Roofing,90.10,39.86,118.78,0.00,0.53,-36.14,16.68,-38.04,17.20
952.,Sungarner Energ.,527.10,75.44,122.22,0.00,0.82,,12.04,60.53,17.19
953.,Gajanand,19.00,15.98,35.79,0.00,1.13,,43.47,41.37,17.17
954.,Ashapura Minech.,443.70,28.30,4238.49,0.00,42.63,-13.76,604.10,9.03,17.16
955.,RDB Rasayans,165.65,11.40,293.45,0.00,6.04,15.93,30.51,19.32,17.14
956.,Ascom Leasing &,127.60,29.72,149.47,0.00,2.60,,6.08,-2.72,17.14
957.,Tasty Bite Eat.,10149.20,171.45,2604.28,0.02,10.08,-11.27,156.70,8.08,17.13
958.,Fredun Pharma,730.55,19.42,343.30,0.10,4.27,8.38,107.35,30.95,17.13
959.,Rathi Steel,41.89,58.61,356.33,0.00,6.94,171.95,121.43,-4.16,17.12
960.,Century Extrus.,23.52,24.19,188.16,0.00,2.38,2.15,106.50,11.32,17.11
961.,Nila Spaces,17.92,35.20,705.85,0.00,3.68,2728.57,31.91,,17.09
962.,Alphalogic Tech.,134.95,180.17,845.01,0.00,1.72,-2.31,18.79,50.20,17.09
963.,Carysil,754.75,33.76,2144.67,0.26,17.11,8.74,207.07,26.57,17.08
964.,Emk.Global Fin.,312.20,12.44,779.30,0.48,25.91,177.52,108.02,53.13,17.08
965.,Avro India,218.11,67.09,234.16,0.00,0.83,-18.63,18.05,-4.85,17.08
966.,Refractory,92.95,41.87,202.63,0.00,3.15,,23.54,22.73,17.04
967.,Kokuyo Camlin,131.77,61.19,1321.70,0.38,-10.63,-212.13,172.51,-11.46,17.01
968.,Ritco Logistics,399.55,29.15,1131.64,0.00,11.45,34.23,279.09,18.94,17.01
969.,Sabar Flex India,15.00,7.23,25.88,0.00,0.86,,61.26,60.70,17.00
970.,Jagsonpal Pharma,656.05,65.08,1741.55,0.76,11.46,53.41,74.69,29.15,16.99
971.,Pramara Promotio,139.90,23.32,126.40,0.00,2.21,,30.76,47.11,16.99
972.,Gujarat Intrux,460.00,17.92,158.02,3.70,2.70,14.89,16.40,6.84,16.97
973.,Prima Plastics,175.75,9.61,193.33,1.14,2.99,-42.51,43.60,-6.56,16.97
974.,Power & Instrum.,326.80,56.78,525.26,0.06,3.89,179.86,54.93,125.77,16.97
975.,Krishna Defence,764.40,58.99,1047.61,0.07,10.60,,94.04,166.93,16.94
976.,Rishi Laser,152.90,16.83,140.52,0.00,2.07,6.70,38.99,10.27,16.93
977.,Marco Cables,65.40,25.32,122.29,0.00,2.73,,48.74,135.46,16.91
978.,Mangalore Chem.,173.01,18.97,2050.51,0.87,26.38,-61.04,776.39,-44.95,16.90
979.,Sam Industries,64.49,32.95,71.51,0.00,-0.03,-100.31,3.38,-18.16,16.89
980.,Federal-Mogul Go,399.10,16.03,2220.19,0.00,40.70,18.94,463.71,4.88,16.89
981.,Panch.Organics,204.55,18.89,269.43,1.56,3.79,2.71,27.18,14.64,16.88
982.,Radix Industries,195.15,129.01,292.86,0.26,0.42,-6.67,13.33,35.61,16.85
983.,Purshottam Inves,42.37,2.73,26.62,0.00,1.22,-33.70,11.36,-47.09,16.85
984.,Morepen Labs.,78.97,32.96,4327.19,0.00,34.85,63.92,437.73,3.78,16.83
985.,Vimta Labs,946.15,41.31,2101.71,0.21,14.59,112.47,83.14,29.12,16.82
986.,Sanmit Infra,12.95,80.88,204.62,0.27,-0.42,-140.00,41.14,117.33,16.80
987.,Mallcom (India),1516.60,25.39,946.36,0.20,10.10,10.38,129.08,19.17,16.78
988.,Tiger Logistics,74.27,39.50,785.22,0.00,7.54,134.16,160.17,198.94,16.73
989.,Suyog Gurbaxani,260.80,127.64,648.41,0.00,0.00,,0.23,109.09,16.72
990.,Bombay Cycle,1918.40,19.48,76.74,0.26,1.38,58.62,2.53,23.41,16.70
991.,Sigachi Indust.,51.51,26.46,1717.59,0.19,21.01,38.96,124.90,25.93,16.69
992.,Inspire,29.15,,39.67,0.00,-3.76,,4.02,-81.12,16.67
993.,HRH Next,100.20,55.36,132.31,0.00,2.06,,29.04,35.76,16.66
994.,Motisons Jewel,30.07,78.11,2960.27,0.00,10.40,78.39,109.34,21.30,16.65
995.,Panasonic Carbon,564.00,13.25,270.72,2.13,4.98,10.18,13.29,0.68,16.63
996.,Satin Creditcare,153.03,4.32,1690.54,0.00,44.69,-58.15,656.90,22.19,16.63
997.,Kahan Packaging,82.00,22.53,22.30,0.00,0.54,,14.16,16.35,16.63
998.,Krishanveer Forg,109.40,21.80,119.68,1.83,1.23,272.73,20.25,9.58,16.62
999.,Cybertech Sys.,227.46,24.54,708.10,0.88,8.94,84.33,57.95,4.79,16.62
1000.,Shri Venkatesh,230.00,34.28,508.74,0.43,7.21,108.99,308.32,7.32,16.62
1001.,Medicamen,51.80,25.25,60.61,0.00,1.51,,16.61,46.73,16.62
1002.,Indo Amines,174.95,23.86,1236.85,0.29,13.79,15.59,269.23,6.44,16.61
1003.,Ramdevbaba Sol.,140.00,19.89,309.75,0.00,8.06,,401.72,36.30,16.59
1004.,Shree TirupatiBa,70.41,19.61,574.34,0.00,9.07,-25.13,155.57,34.90,16.59
1005.,Yaan Enterprises,80.65,49.02,25.00,0.00,0.03,200.00,0.68,151.85,16.57
1006.,Cont. Petroleums,109.70,12.90,61.00,0.00,1.30,400.00,22.08,68.68,16.56
1007.,Paushak,4993.20,27.29,1538.96,0.40,14.20,6.53,57.31,10.19,16.54
1008.,Prime Securities,288.10,26.83,968.39,0.35,17.20,335.44,29.83,93.70,16.54
1009.,Optimus Finance,251.00,29.49,187.55,0.00,2.30,78.21,36.05,44.20,16.54
1010.,Savera Industrie,168.00,17.60,200.42,1.79,4.74,57.48,20.60,12.32,16.53
1011.,BLS E-Services,208.15,42.91,1891.18,0.00,14.85,68.55,77.16,-4.55,16.52
1012.,Goyal Aluminiums,10.12,65.66,144.45,0.00,0.51,6.25,21.68,74.98,16.51
1013.,Lancer Containe.,37.24,15.59,886.63,0.00,15.91,4.01,202.09,21.50,16.51
1014.,Winny Immigratio,316.95,176.36,68.78,0.00,-1.99,,4.27,-6.15,16.49
1015.,Saven Tech.,54.97,21.82,59.80,3.64,0.68,19.30,3.40,9.32,16.48
1016.,Best Agrolife,617.10,39.61,1459.12,0.49,94.66,-0.22,746.60,-7.96,16.48
1017.,Gowra Leasing,57.21,10.72,17.16,0.00,0.57,14.00,0.88,57.14,16.43
1018.,Harshil Agrotech,4.38,37.39,222.50,0.00,4.80,2900.00,24.05,737.98,16.41
1019.,Manoj Vaibhav,293.30,16.29,1432.70,0.00,26.67,20.35,642.23,3.72,16.41
1020.,Zee Learn,7.97,6.79,260.67,0.00,-4.03,-0.05,58.19,-12.42,16.40
1021.,Konstelec Engg.,126.75,19.31,191.39,0.00,3.24,,84.44,-9.18,16.39
1022.,Mindteck (India),299.15,32.84,952.73,0.27,7.57,2.16,108.23,9.91,16.37
1023.,Vinyoflex,78.45,10.62,33.88,0.00,0.30,-69.07,8.90,-19.38,16.36
1024.,Nikhil Adhesives,123.10,35.66,565.56,0.16,4.59,33.04,147.69,2.70,16.35
1025.,ITL Industries,441.05,14.56,141.33,0.23,2.09,2.00,43.67,13.64,16.35
1026.,Maiden Forgings,74.80,11.09,106.31,0.00,4.05,,109.09,-5.55,16.35
1027.,Mish Designs,138.00,49.93,40.94,0.00,0.26,,6.10,42.86,16.35
1028.,Subros,676.15,34.27,4410.92,0.27,36.42,36.10,828.31,1.84,16.34
1029.,Euro Panel,195.00,30.47,477.75,0.00,7.72,,199.67,5.48,16.33
1030.,Rudra Global,48.89,29.64,490.58,0.00,4.84,-36.35,116.95,-13.44,16.32
1031.,Tara Chand Infra,59.76,22.00,471.06,0.00,7.22,168.40,56.16,33.05,16.31
1032.,Swarna Securitie,67.32,25.90,20.20,0.00,0.22,22.22,0.00,,16.30
1033.,Khandelwal Extra,103.95,23.26,8.84,0.00,0.12,33.33,0.22,15.79,16.29
1034.,Arihant Super.,529.95,42.80,2181.27,0.23,15.97,-0.56,111.80,2.65,16.28
1035.,Swaraj Suiting,236.65,19.64,443.18,0.00,9.85,,161.51,13.05,16.28
1036.,Abhinav Capital,159.00,25.08,110.10,0.00,0.83,-46.45,2.10,-30.69,16.27
1037.,Zodiac Vent.,14.16,220.00,52.80,1.77,0.35,-31.37,0.59,0.00,16.25
1038.,Navneet Educat.,145.33,16.70,3287.56,1.79,-4.86,70.80,271.79,2.26,16.24
1039.,AAA Technologies,106.66,38.76,136.81,0.47,1.15,11.65,4.37,-20.55,16.19
1040.,United Heat,104.00,59.35,197.64,0.00,3.06,,28.41,,16.17
1041.,Weizmann,136.89,29.50,217.09,0.37,2.25,27.84,31.44,2.85,16.16
1042.,Eveready Inds.,395.00,38.09,2870.86,0.25,29.56,16.19,362.61,-0.62,16.15
1043.,Heritage Foods,481.60,25.62,4469.06,0.52,48.63,117.00,1019.52,4.19,16.15
1044.,SagarSoft (India,196.90,14.13,125.86,1.02,1.76,-36.00,35.00,-0.96,16.15
1045.,Capacit'e Infra.,435.85,20.57,3687.47,0.00,44.94,124.80,517.97,22.86,16.14
1046.,RBZ Jewellers Lt,217.42,32.67,869.68,0.00,8.07,-4.72,116.60,57.29,16.13
1047.,Spectrum Electr.,2282.60,163.94,3562.36,0.04,9.12,,162.44,18.94,16.11
1048.,Pondy Oxides,894.40,44.27,2511.94,0.28,17.39,112.85,572.43,45.73,16.10
1049.,DCM Shriram Inds,187.72,13.39,1633.02,1.07,22.91,11.16,533.08,-8.16,16.09
1050.,Focus Business,97.75,91.76,44.96,0.10,0.17,,10.67,3.89,16.08
1051.,Sealmatic India,543.40,50.59,491.78,0.20,6.46,,43.93,18.70,16.08
1052.,Heidelberg Cem.,211.17,36.60,4785.39,3.79,11.21,-68.69,461.41,-18.54,16.07
1053.,Apollo Finvest,800.00,37.18,298.55,0.00,2.41,22.96,7.08,83.90,16.05
1054.,Chemtech Indust.,221.45,62.72,375.08,0.00,1.56,183.64,8.49,84.97,16.03
1055.,Felix Industries,175.45,50.95,237.42,0.00,0.63,,16.01,35.68,16.03
1056.,Panasonic Energy,474.85,25.86,356.14,1.86,4.04,16.76,68.64,0.41,16.00
1057.,Innovators,222.00,22.58,418.87,0.00,8.34,,114.05,13.65,16.00
1058.,Donear Inds.,165.47,20.28,860.44,0.12,10.57,115.27,209.87,23.47,15.99
1059.,JITF Infra Logis,692.75,116.13,1780.62,0.00,113.30,-776.69,480.59,-33.26,15.96
1060.,Rajeshwari Cans,319.10,192.41,334.80,0.00,1.06,,19.65,27.27,15.96
1061.,RKEC Projects,97.72,9.29,234.44,0.00,3.75,282.65,76.84,35.07,15.95
1062.,Arvind SmartSp.,923.75,61.43,4208.10,0.27,42.60,370.95,265.58,265.46,15.94
1063.,Ultracab India,16.40,19.30,156.49,0.00,2.51,65.13,55.55,77.87,15.93
1064.,AVT Natural Prod,77.54,25.87,1180.93,1.03,6.31,-45.46,121.83,-9.90,15.93
1065.,Kwality Pharma,923.05,28.11,957.77,0.00,8.46,36.01,90.03,29.26,15.93
1066.,Wonder Electric.,153.04,173.65,2050.86,0.07,0.51,610.00,129.58,107.06,15.93
1067.,Magenta Life,25.22,18.24,17.33,0.00,0.04,,5.84,44.20,15.93
1068.,Hind Rectifiers,1409.10,79.63,2418.39,0.09,10.19,156.03,165.84,25.66,15.92
1069.,Kellton Tech,159.42,21.67,1552.92,0.00,19.66,18.94,270.69,12.52,15.92
1070.,C P S Shapers,657.60,,138.10,0.00,-0.48,,12.95,-26.50,15.90
1071.,Sai Silks,174.61,30.93,2677.93,0.57,23.77,1.76,347.31,6.26,15.89
1072.,Sayaji (Indore),765.50,20.55,233.22,0.00,-0.02,98.66,21.91,8.30,15.86
1073.,Bedmutha Indus.,200.60,19.10,647.21,0.00,10.60,166.33,251.47,26.34,15.83
1074.,Shalibhadra Fin.,699.15,40.53,539.89,0.17,3.45,14.62,8.23,6.74,15.80
1075.,Ruchira Papers,132.05,7.99,394.10,3.79,17.67,66.86,165.44,-2.68,15.80
1076.,Marathon Nextgen,623.35,18.21,3192.06,0.16,49.46,41.33,145.99,13.14,15.80
1077.,NCL Industries,220.29,14.11,996.43,1.82,2.65,-39.23,330.38,-15.47,15.78
1078.,Diamines & Chem.,495.30,84.13,484.60,0.50,2.46,-27.86,19.19,-3.66,15.78
1079.,HOV Services,80.29,33.49,101.13,0.00,0.80,11.11,5.58,30.07,15.78
1080.,La Tim Metal & I,13.23,18.58,172.06,0.00,2.61,59.15,63.30,-35.22,15.77
1081.,Phoenix Overseas,29.10,10.45,56.30,0.00,1.22,,201.14,-26.79,15.76
1082.,Fabtech Techn.,,18.12,104.71,,5.40,,61.93,,15.74
1083.,First Custodian,130.65,7.94,19.60,0.77,0.49,53.12,0.79,12.86,15.72
1084.,Hampton Sky,31.56,33.66,865.40,0.00,4.90,241.03,5.16,-91.65,15.72
1085.,Novartis India,922.80,26.07,2278.47,2.71,20.41,-13.81,87.11,10.60,15.71
1086.,BCL Industries,50.63,14.37,1494.41,0.49,29.86,53.95,721.28,50.04,15.71
1087.,Sr.Rayala.Hypo,782.00,14.58,1342.29,0.38,25.95,40.27,170.24,-24.51,15.70
1088.,Pennar Industrie,196.66,24.75,2653.85,0.00,26.87,20.08,747.61,-8.17,15.70
1089.,Swiss Military,35.75,96.50,843.39,0.28,1.75,-22.27,53.77,28.76,15.69
1090.,Salasar Techno,13.86,44.47,2393.30,0.00,9.68,6.08,281.49,2.23,15.69
1091.,Kritika Wires,11.45,26.40,304.89,0.00,2.44,20.20,158.60,51.23,15.68
1092.,AD Manum Finance,100.77,7.63,75.58,0.00,2.61,91.91,3.66,61.95,15.67
1093.,Balurghat Tech,28.63,20.44,52.11,0.00,0.67,97.06,20.86,7.80,15.63
1094.,Balmer Lawrie,223.19,14.51,3816.63,3.81,61.10,-2.30,638.91,9.10,15.62
1095.,Three M Paper,64.03,10.80,123.18,0.00,5.68,,125.98,-3.93,15.61
1096.,Elitecon Inter.,107.80,0.67,13.04,0.00,8.84,607.20,79.13,2357.45,15.60
1097.,Baheti Recycling,405.00,37.26,419.93,0.12,7.02,,257.19,24.40,15.60
1098.,Chembond Chem.,613.50,20.19,825.05,0.57,13.85,-17.26,123.53,10.27,15.59
1099.,Sugal & Damani,75.55,14.31,47.22,0.00,1.07,3.88,5.44,221.89,15.56
1100.,TCFC Finance,73.36,7.41,76.88,2.45,1.15,-59.36,1.53,-62.22,15.56
1101.,Sumedha Fiscal,93.06,8.82,74.26,1.07,3.04,40.74,34.15,33.45,15.56
1102.,Perfectpac,143.15,27.79,95.33,0.70,1.02,-11.30,27.61,9.00,15.53
1103.,Honda India,2856.10,44.02,2896.09,0.61,8.54,-72.62,177.20,-37.73,15.48
1104.,GRP,3466.40,74.91,1848.75,0.27,2.51,-46.48,131.65,15.07,15.47
1105.,SBEC Sugar,57.58,,274.37,0.00,-30.32,-50.02,137.12,1.85,15.46
1106.,K C P,240.95,13.74,3106.36,0.42,99.82,105.62,602.46,-13.99,15.45
1107.,Family Care,6.66,0.87,35.97,0.00,-43.27,2388.10,3.88,-68.79,15.44
1108.,Bio Green Papers,35.98,32.15,384.85,0.00,6.75,8537.50,87.81,,15.44
1109.,IRM Energy,367.00,23.74,1506.89,0.41,12.01,-53.84,231.52,5.18,15.44
1110.,Touchwood Enter.,151.42,51.00,167.79,0.26,0.36,-58.14,3.95,4.50,15.43
1111.,Sunrest Lifescie,51.50,96.09,22.10,0.00,0.58,,15.39,23.32,15.43
1112.,KCD Industries,11.01,14.81,27.84,0.00,0.13,-80.00,6.22,-24.79,15.43
1113.,B C C Fuba India,141.25,64.17,216.25,0.00,0.92,-2.13,11.31,46.31,15.42
1114.,Empire Inds.,1309.60,18.57,785.76,1.91,9.81,21.71,163.41,6.44,15.42
1115.,Synoptics Techno,120.10,16.09,101.84,0.00,3.46,,23.60,-9.58,15.42
1116.,Cords Cable,209.11,23.12,270.33,0.48,2.63,28.92,182.95,25.89,15.41
1117.,Raghuvir Synth,169.15,69.07,655.46,0.00,4.19,444.16,83.84,49.39,15.41
1118.,XPRO India,1524.50,69.73,3388.26,0.13,9.94,4.85,133.98,21.83,15.41
1119.,Marine Electric.,265.55,99.19,3663.11,0.08,12.76,171.79,184.10,34.07,15.39
1120.,Andhra Petrochem,75.44,9.71,641.03,2.65,-3.63,-142.86,104.29,-42.27,15.36
1121.,Usha Financial,124.30,20.25,270.20,0.00,5.04,,26.51,,15.36
1122.,Orient Beverages,329.00,11.02,71.06,0.00,0.23,141.93,40.01,7.29,15.35
1123.,Swashthik,81.16,20.05,142.55,0.00,4.46,,71.54,8.02,15.35
1124.,EP Biocomposites,225.00,33.18,37.83,0.00,0.21,,4.40,0.00,15.30
1125.,Quicktouch Tech,98.45,8.51,62.26,0.00,1.92,-32.39,23.78,-32.02,15.28
1126.,Bharat Seats,102.60,23.59,644.33,0.78,7.10,4.57,290.67,1.64,15.26
1127.,Oasis Securities,395.35,54.18,73.14,0.00,0.26,-60.61,0.11,-88.42,15.25
1128.,Rama Vision,131.25,36.20,136.84,0.00,0.69,-12.66,27.95,27.28,15.17
1129.,Manaksia Coated,113.17,60.16,840.50,0.04,2.43,-24.88,174.91,-10.05,15.16
1130.,Advanced Enzyme,358.50,27.35,4010.92,1.42,33.39,-4.59,146.10,-7.44,15.16
1131.,M M Forgings,449.75,15.38,2171.46,0.89,35.93,-1.88,389.43,1.38,15.14
1132.,GNA Axles,424.95,19.10,1824.34,0.47,28.53,3.26,387.55,-4.12,15.14
1133.,Vashu Bhagnani,126.45,57.94,701.02,0.00,0.17,-46.88,1.03,-92.96,15.14
1134.,Bright Outdoor,482.00,33.42,701.25,0.10,9.14,251.54,57.21,38.72,15.14
1135.,Northern Spirits,231.40,17.35,371.42,0.11,11.67,8235.71,947.97,58.87,15.10
1136.,Dynamic Services,374.95,44.94,515.41,0.00,7.20,,73.32,34.19,15.07
1137.,Shetron,193.40,31.59,174.06,0.52,1.10,-32.52,57.91,-2.74,15.04
1138.,Krishana Phosch.,199.53,28.47,1208.21,0.25,16.74,-13.26,300.56,13.46,15.02
1139.,Faze Three,433.50,33.05,1054.23,0.00,7.12,-41.54,148.60,15.66,15.00
1140.,Wim Plast,609.70,13.29,731.84,1.64,11.41,-21.96,78.20,-1.89,14.99
1141.,Rexnord Electr.,115.95,24.52,153.75,0.00,1.35,-32.84,27.15,15.63,14.98
1142.,Interactive Fin,47.48,5.26,14.31,0.00,0.87,97.73,1.79,72.12,14.98
1143.,Muthoot Microfin,181.33,7.38,3091.53,0.00,61.61,-43.77,666.58,18.27,14.97
1144.,Capital Trade Lk,52.07,34.17,335.23,0.00,0.12,-90.91,5.55,-37.92,14.96
1145.,Evantra Ventures,963.90,97.97,175.37,0.00,0.34,385.71,6.36,183.93,14.95
1146.,Maruti Interior,200.65,112.63,302.98,0.00,1.62,,18.20,-7.19,14.95
1147.,Veeram Securit.,9.98,24.12,75.49,0.50,0.71,39.22,5.21,53.69,14.93
1148.,Anmol India,26.48,11.27,150.71,0.00,1.01,-69.85,185.78,-13.26,14.93
1149.,Saroja Pharma In,55.50,30.99,22.31,0.00,0.34,,18.72,-11.36,14.93
1150.,Vibhor Steel,217.42,31.45,412.28,0.00,0.89,-82.82,236.09,-15.73,14.93
1151.,Cil Securities,60.52,10.15,30.26,0.00,0.66,-4.35,2.87,5.13,14.92
1152.,Swasti Vinayaka,6.83,29.27,61.47,0.00,0.58,1.75,8.40,18.48,14.92
1153.,Ramsons Projects,59.10,10.40,17.79,0.00,0.15,650.00,0.30,172.73,14.89
1154.,Kabsons Industri,33.03,24.97,57.68,0.00,1.52,-18.60,9.93,53.72,14.89
1155.,Global Pet Indus,111.75,61.10,109.37,0.00,0.52,,17.93,12.84,14.88
1156.,Foods & Inns,116.33,31.29,850.59,0.26,11.19,-16.80,168.70,-28.76,14.87
1157.,KIFS Financial,165.05,25.05,178.58,0.85,1.64,-7.34,8.73,7.78,14.86
1158.,Moksh Ornaments,20.60,23.52,177.82,0.00,2.41,33.15,158.45,25.18,14.86
1159.,Aarti Surfactant,655.20,40.04,554.20,0.00,1.92,-116.00,150.84,4.85,14.84
1160.,Garg Furnace,292.85,23.19,158.39,0.00,0.74,45.10,62.16,0.66,14.83
1161.,Signet Industrie,70.74,16.59,208.24,0.71,3.22,-5.57,257.65,-4.14,14.83
1162.,Clinitech Lab,72.00,45.64,16.43,0.00,0.22,,4.08,33.33,14.81
1163.,Rolcon Engg. Co.,1479.90,25.91,112.47,0.14,1.63,143.28,14.48,-1.09,14.80
1164.,GVK Power Infra.,4.83,23.06,762.76,0.00,811.19,204.32,390.87,2.96,14.80
1165.,Aries Agro,305.10,14.18,396.76,0.33,18.76,51.66,193.66,22.41,14.79
1166.,Sanghvi Brands,17.19,26.72,17.90,0.00,0.13,,5.39,25.06,14.77
1167.,AVG Logistics,376.30,20.88,559.28,0.32,5.35,83.22,138.44,17.89,14.77
1168.,Baba Food,60.95,18.95,99.51,0.00,2.39,,84.45,-0.17,14.77
1169.,Munjal Auto Inds,103.40,17.67,1034.00,1.93,20.30,35.10,522.49,-4.07,14.74
1170.,Hawa Engineers,218.60,27.43,77.09,0.00,0.94,276.00,35.36,27.33,14.73
1171.,Bhaskar Agrochem,92.19,24.38,48.03,0.00,3.17,-0.63,32.24,9.10,14.72
1172.,Voith Paper,2107.75,24.65,925.30,0.38,10.28,6.64,51.42,6.72,14.71
1173.,Cont. Chemicals,86.00,43.95,19.34,0.00,0.03,-75.00,0.06,20.00,14.71
1174.,Prince Pipes,426.40,35.81,4714.32,0.23,14.71,-74.19,622.07,-5.24,14.71
1175.,QMS Medical,113.00,22.44,201.71,0.44,2.61,1.95,32.74,14.32,14.71
1176.,Sterling Tools,554.15,30.38,1996.28,0.36,17.47,45.22,283.98,35.12,14.69
1177.,CSL Finance,324.80,10.33,739.98,0.77,17.85,20.45,54.06,41.11,14.68
1178.,Jullundur Motor,97.39,11.02,222.45,2.05,3.91,-19.05,98.80,-1.77,14.68
1179.,Paramount Comm.,85.50,26.84,2607.19,0.00,20.33,4.31,355.89,40.98,14.68
1180.,Aplab,83.76,36.43,105.29,0.00,1.53,992.86,13.86,27.39,14.67
1181.,Alpa Laboratorie,129.25,13.06,271.95,0.00,7.69,32.82,24.94,-23.00,14.66
1182.,Trident Lifeline,280.00,44.47,321.98,0.00,4.41,215.00,29.25,57.43,14.66
1183.,Jindal Capital,45.80,26.85,33.02,0.00,0.33,-35.29,0.68,-52.45,14.65
1184.,Ahlada Engineers,94.27,10.49,121.81,3.18,0.52,-81.02,26.12,-63.61,14.64
1185.,G G Automotive,163.90,26.06,136.55,0.00,1.74,28.89,26.02,7.57,14.60
1186.,Magadh Sugar,646.90,8.89,911.59,1.55,5.37,-64.39,323.85,11.98,14.56
1187.,Hariom Pipe,495.55,25.64,1534.58,0.12,15.75,6.56,314.28,4.01,14.56
1188.,NRB Bearings,290.05,26.47,2811.24,0.86,35.94,46.55,301.51,8.07,14.55
1189.,Arnold Holdings,44.83,7.18,106.58,0.00,2.94,180.00,51.65,-1.47,14.53
1190.,Alicon Cast.,1055.65,23.47,1716.68,0.71,16.81,15.85,463.75,21.71,14.52
1191.,Ultra Wiring,166.85,20.67,86.82,0.00,3.67,,33.06,40.62,14.52
1192.,Dharmaj Crop,273.05,22.82,922.84,0.00,21.03,-8.68,311.33,23.22,14.52
1193.,MOS Utility,280.95,73.59,700.57,0.00,4.87,,91.90,9.77,14.52
1194.,Mold-Tek Pack.,664.60,35.16,2208.39,0.45,14.11,-10.07,191.30,12.26,14.50
1195.,Rashi Peripheral,398.15,14.42,2623.80,0.25,69.87,218.01,3706.17,22.61,14.50
1196.,QVC Exports,43.35,7.49,45.31,0.00,4.34,,197.53,-31.44,14.49
1197.,Assoc.Alcohols,1116.05,36.99,2140.49,0.18,15.32,13.90,254.63,49.51,14.47
1198.,Mohini Health,66.75,11.68,121.72,0.75,4.82,,91.44,-9.70,14.47
1199.,Mangalam World.,161.30,15.09,395.20,0.62,6.91,80.89,237.73,19.40,14.46
1200.,Sat Industries,114.85,28.25,1298.78,0.26,22.37,-91.48,137.79,0.59,14.45
1201.,Informed Techn.,122.05,13.05,50.89,0.00,1.13,1030.00,0.66,22.22,14.44
1202.,Man Industries,330.00,20.22,2136.26,0.61,31.86,-18.39,806.23,-20.80,14.43
1203.,Logica Infoway,227.95,44.61,389.89,0.00,3.24,,514.94,1.52,14.43
1204.,Indo US Bio-Tech,286.30,37.23,574.09,0.09,4.36,161.08,22.17,40.23,14.42
1205.,Micropro Softwar,34.45,12.70,49.26,0.00,-1.25,,6.36,6.71,14.42
1206.,Unison Metals,27.83,3.87,44.59,0.00,0.48,114.04,66.83,10.99,14.41
1207.,Bliss GVS Pharma,178.45,21.27,1880.26,0.28,25.69,-42.66,217.68,2.74,14.39
1208.,Godavari Drugs,112.30,12.68,84.56,0.00,1.09,26.74,26.09,-34.02,14.38
1209.,Indl. Inv. Trust,327.15,12.39,737.64,0.00,9.00,492.11,14.48,140.93,14.37
1210.,Somany Ceramics,643.15,33.13,2637.41,0.47,17.34,-41.45,666.33,1.70,14.37
1211.,De Neers Tools,340.60,22.72,293.13,0.00,8.81,,69.46,17.05,14.37
1212.,Patels Airtemp,640.15,21.38,350.18,0.47,3.15,-5.12,81.87,-3.94,14.36
1213.,Talbros Engg.,637.95,17.65,323.86,0.63,4.79,7.88,102.62,0.28,14.33
1214.,Gensol Engineer.,750.40,35.03,2851.70,0.00,22.93,29.47,346.49,13.76,14.33
1215.,T N Newsprint,200.19,18.80,1385.51,2.00,2.59,-91.45,914.59,-4.55,14.32
1216.,Aryaman Capital,214.00,26.53,256.31,0.00,5.94,,24.31,25.96,14.32
1217.,Sky Industries,169.90,20.85,134.06,0.59,2.03,73.50,22.29,3.48,14.31
1218.,Frog Cellsat,321.65,32.17,497.99,0.00,4.13,60.08,43.81,24.64,14.31
1219.,B.L.Kashyap,81.09,32.75,1828.09,0.00,9.38,-21.77,267.28,-18.17,14.29
1220.,Borosil,414.35,70.73,4950.39,0.00,18.32,-1.19,273.89,16.61,14.29
1221.,Asian Hotels (E),174.41,12.75,301.58,1.43,3.02,72.57,23.04,10.88,14.28
1222.,Pune e,185.70,15.03,290.64,0.00,13.54,,40.32,51.18,14.27
1223.,Bella Casa Fashi,545.15,53.98,729.82,0.32,4.61,77.99,106.81,66.42,14.25
1224.,Sizemasters Tech,149.75,64.83,149.75,0.00,1.03,37.84,3.49,23.32,14.24
1225.,Benchmark Comp.,47.00,14.09,32.26,0.00,1.03,,18.98,46.22,14.24
1226.,Veljan Denison,1261.70,26.49,567.77,1.35,5.56,28.70,33.96,9.37,14.20
1227.,A G Universal,51.00,13.64,27.97,0.00,0.85,,29.96,-25.25,14.20
1228.,Stanley Lifesty.,420.85,91.59,2399.57,0.00,5.70,-34.48,103.00,-6.45,14.19
1229.,IST,961.25,7.15,1121.21,0.00,47.12,46.29,30.68,27.73,14.17
1230.,Coral India Fin.,56.09,9.91,226.06,0.71,5.66,24.40,6.52,-20.97,14.16
1231.,Spandana Sphoort,341.25,27.70,2433.29,0.00,-203.93,-275.33,640.36,9.59,14.16
1232.,Sangani Hospital,75.80,30.99,104.43,0.00,1.71,,10.01,24.97,14.15
1233.,Deem Roll,84.65,11.92,70.58,0.00,1.88,,46.52,-7.11,14.15
1234.,Sadhav,158.05,23.56,226.84,0.00,4.55,,37.58,11.55,14.15
